Price($),Brand,Model,Year,Title_Status,Mileage,Color,Vin,Lot,State,Country,Time_Left_Hours,Time_Left_Days
13799,Ford,Doors,2015,Clean Vehicle,83693,Red,  1Fa6P8Am3F5330934,167715943,New Jersey, USA,288.0,12.0
20500,Ford,Single Rear Wheel,2014,Clean Vehicle,90888,White,  1Fd7X3A68Eeb54072,167771072,Arizona, USA,48.0,2.0
8500,Ford,Dual Rear Wheel,2012,Clean Vehicle,216942,White,  1Fdrf3Ht6Cea87430,167771079,Texas, USA,18.0,0.75
9900,Ford,Doors,2015,Clean Vehicle,205796,White,  1Ftbf2A6Xfeb60033,167771183,Florida, USA,24.0,1.0
65500,Ford,Single Rear Wheel,2019,Clean Vehicle,6500,Black,  1Ft7W2Bt0Kec44818,167718954,Indiana, USA,21.0,0.88
24500,Ford,Wagon,2018,Clean Vehicle,39943,White,  1Fbzx2Zm1Jka44328,167772606,Florida, USA,48.0,2.0
32500,Ford,Explorer,2020,Clean Vehicle,5920,Silver,  1Fmsk8Dh2Lga15480,167722215,Missouri, USA,21.0,0.88
9200,Ford,Fusion,2018,Clean Vehicle,71478,Blue,  3Fa6P0H75Jr243141,167772971,Pennsylvania, USA,48.0,2.0
17700,Ford,Doors,2017,Clean Vehicle,119520,Silver,  1Ftew1Eg3Hkc49103,167772999,Pennsylvania, USA,48.0,2.0
18300,Ford,Fusion,2020,Clean Vehicle,10882,White,  3Fa6P0D94Lr133238,167722427,California, USA,24.0,1.0
43500,Ford,Single Rear Wheel,2019,Clean Vehicle,29010,Gray,  1Ft7W2Bt3Kee55737,167722585,Illinois, USA,21.0,0.88
15200,Ford,Doors,2016,Clean Vehicle,69003,White,  1Fdbf2A6Xgec32765,167773215,Pennsylvania, USA,48.0,2.0
36200,Ford,Single Rear Wheel,2019,Clean Vehicle,16207,No_Color,  1Ft7W2B63Kee65677,167722586,Illinois, USA,21.0,0.88
21900,Ford,Mustang,2018,Clean Vehicle,29748,Red,  1Fatp8Uh4J5166362,167773235,New Jersey, USA,48.0,2.0
20700,Ford,Wagon,2019,Clean Vehicle,25582,White,  1Fbax2Cm3Kka61610,167722604,California, USA,24.0,1.0
12300,Ford,Fusion,2019,Clean Vehicle,24520,Gray,  3Fa6P0Cd5Kr265137,167722610,California, USA,24.0,1.0
4200,Ford,Doors,2016,Clean Vehicle,104383,Blue,  3Fa6P0Hd5Gr285811,167773291,Pennsylvania, USA,48.0,2.0
19500,Ford,Transit,2019,Clean Vehicle,34164,White,  1Ftyr2Cm1Kka61447,167722611,California, USA,24.0,1.0
14300,Ford,Fusion,2020,Clean Vehicle,6975,Silver,  3Fa6P0D98Lr117690,167722616,California, USA,24.0,1.0
13700,Ford,VAN,2016,Clean Vehicle,67150,White,  1Ftye2Yg5Gka02732,167773301,Pennsylvania, USA,48.0,2.0
13200,Ford,Doors,2015,Clean Vehicle,100820,White,  1Fm5K8D81Fga01930,167773526,Pennsylvania, USA,48.0,2.0
6200,Ford,Doors,2014,Clean Vehicle,142286,White,  1Fmcu9G96Euc38537,167773530,Pennsylvania, USA,48.0,2.0
6500,Ford,Doors,2015,Clean Vehicle,60015,Black,  1Fa6P0G70F5119774,167773531,Pennsylvania, USA,21.0,0.88
1500,Ford,Doors,2013,Clean Vehicle,126381,Gray,  3Fadp4Fj7Dm130032,167773663,Pennsylvania, USA,21.0,0.88
2200,Ford,Doors,2013,Clean Vehicle,128753,Black,  3Fa6P0Hr7Dr120916,167773664,Pennsylvania, USA,48.0,2.0
8700,Ford,VAN,2013,Clean Vehicle,64598,White,  1Ftse3El2Dda91463,167773678,Pennsylvania, USA,48.0,2.0
3200,Ford,Doors,2012,Clean Vehicle,111532,Black,  3Fahp0Ja9Cr334589,167773761,Pennsylvania, USA,48.0,2.0
9000,Ford,Doors,2012,Clean Vehicle,149346,Black,  1Ftfw1Et2Cfc83729,167773763,Pennsylvania, USA,21.0,0.88
20000,Ford,Edge,2018,Clean Vehicle,43567,Silver,  2Fmpk4K99Jbb06857,167775132,Illinois, USA,96.0,4.0
33000,Ford,Doors,2017,Clean Vehicle,36004,White,  1Ft7W2B62Hed00227,167775742,Texas, USA,144.0,6.0
23300,Ford,F-150,2019,Clean Vehicle,10935,White,  1Ftmf1C58Kkd07954,167725407,South Carolina, USA,21.0,0.88
8750,Ford,VAN,2017,Clean Vehicle,150484,White,  1Fbax2Cm1Hka52638,167776541,Illinois, USA,20.0,0.83
11975,Ford,Doors,2012,Clean Vehicle,122014,White,  1Ftfw1Et5Cfb83382,167777048,Texas, USA,24.0,1.0
23600,Ford,Transit,2019,Clean Vehicle,19363,White,  1Ftyr1Ym8Kka42378,167725759,South Carolina, USA,21.0,0.88
12000,Ford,Explorer,2016,Clean Vehicle,42902,Black,  1Fm5K7Bh1Ggc33135,167777327,Texas, USA,19.0,0.79
30900,Ford,F-150,2018,Clean Vehicle,401,Red,  1Ftex1Ep0Jkd02147,167718228,Indiana, USA,21.0,0.88
23900,Ford,Transit,2019,Clean Vehicle,11077,White,  1Ftyr1Zm0Kka42485,167725761,South Carolina, USA,21.0,0.88
40400,Ford,F-150,2018,Clean Vehicle,34100,Black,  1Ftew1Eg4Jfb55634,167718246,Indiana, USA,21.0,0.88
38000,Ford,Single Rear Wheel,2019,Clean Vehicle,30018,White,  1Ft7W2Bt4Ked42668,167778307,Minnesota, USA,144.0,6.0
27000,Ford,Flex,2019,Clean Vehicle,18279,White,  2Fmhk6C88Kba16090,167778596,Illinois, USA,48.0,2.0
24000,Ford,Transit,2019,Clean Vehicle,7373,White,  1Ftyr1Zm2Kka54847,167725768,South Carolina, USA,21.0,0.88
30000,Ford,Ranger,2019,Clean Vehicle,2590,Gray,  1Fter4Fh7Klb13025,167778604,Wisconsin, USA,21.0,0.88
16200,Ford,Fusion,2019,Clean Vehicle,41662,White,  3Fa6P0Ru1Kr120930,167725769,South Carolina, USA,21.0,0.88
30000,Ford,Flex,2019,Clean Vehicle,15019,Gray,  2Fmhk6Dt4Kba19698,167778609,Wisconsin, USA,21.0,0.88
23900,Ford,Transit,2019,Clean Vehicle,9420,White,  1Ftyr1Ym4Kka50820,167725771,South Carolina, USA,21.0,0.88
13800,Ford,Taurus,2018,Clean Vehicle,41864,White,  1Fahp2D80Jg104075,167722436,Missouri, USA,21.0,0.88
23700,Ford,Transit,2019,Clean Vehicle,16829,White,  1Ftyr1Ym3Kka51084,167725774,South Carolina, USA,21.0,0.88
24300,Ford,F-150,2018,Clean Vehicle,6290,Gray,  1Ftex1Cp1Jkf40656,167722443,Illinois, USA,21.0,0.88
54900,Ford,Single Rear Wheel,2019,Clean Vehicle,14393,Black,  1Ft8W3Bt7Kee15090,167726356,Nevada, USA,,
22500,Ford,Taurus,2018,Clean Vehicle,14599,White,  1Fahp2J88Jg135238,167778957,Wisconsin, USA,48.0,2.0
39000,Ford,F-150,2018,Clean Vehicle,25839,Gray,  1Ftfw1E53Jfd63829,167778962,Illinois, USA,48.0,2.0
13900,Ford,Escape,2018,Clean Vehicle,60715,Gray,  1Fmcu0Hdxjuc12967,167778964,Wisconsin, USA,21.0,0.88
24700,Ford,Explorer,2018,Clean Vehicle,23350,Red,  1Fm5K7Dh1Jgb86970,167722623,Illinois, USA,21.0,0.88
20100,Ford,Transit,2018,Clean Vehicle,62386,White,  1Ftyr2Xm7Jkb19070,167722700,California, USA,24.0,1.0
22000,Ford,Mustang,2018,Clean Vehicle,6248,Red,  1Fa6P8Th3J5135439,167778967,Illinois, USA,48.0,2.0
38200,Ford,Mustang,2019,Clean Vehicle,878,Green,  1Fa6P8K02K5503784,167732976,Florida, USA,24.0,1.0
24400,Ford,Transit,2018,Clean Vehicle,49710,White,  1Ftyr2Xm4Jka56820,167722717,California, USA,24.0,1.0
35000,Ford,Mustang,2018,Clean Vehicle,2042,Blue,  1Fa6P8Cf9J5131958,167778969,Illinois, USA,21.0,0.88
18600,Ford,Flex,2019,Clean Vehicle,7742,White,  2Fmhk6D87Kba29234,167732983,Florida, USA,48.0,2.0
22700,Ford,Transit,2018,Clean Vehicle,39733,White,  1Ftyr3Xm6Jkb03481,167722718,California, USA,24.0,1.0
38000,Ford,F-150,2018,Clean Vehicle,33701,Black,  1Ftfw1E51Jfa37950,167778971,Illinois, USA,21.0,0.88
17000,Ford,Doors,2014,Clean Vehicle,67542,Red,  1Ftmf1Ctxefa36472,167779290,Illinois, USA,48.0,2.0
17500,Ford,Escape,2017,Clean Vehicle,35095,Gray,  1Fmcu9Jd6Huc93491,167779677,Wisconsin, USA,48.0,2.0
23200,Ford,F-150,2019,Clean Vehicle,8652,White,  1Ftmf1C50Kkd60101,167734884,Michigan, USA,21.0,0.88
30700,Ford,Explorer,2017,Clean Vehicle,51107,Red,  1Fm5K8Ht2Hgd13448,167779679,Wisconsin, USA,21.0,0.88
23500,Ford,Transit,2019,Clean Vehicle,14987,White,  1Ftyr1Zm1Kka42642,167735018,Michigan, USA,21.0,0.88
26400,Ford,Edge,2017,Clean Vehicle,28252,Blue,  2Fmpk4Ap7Hbc41894,167779680,Wisconsin, USA,48.0,2.0
23500,Ford,Transit,2019,Clean Vehicle,16009,White,  1Ftyr1Zm8Kka55050,167735020,Michigan, USA,21.0,0.88
38000,Ford,Doors,2017,Clean Vehicle,47866,White,  1Ftew1Eg0Hfa43326,167779682,Wisconsin, USA,48.0,2.0
23600,Ford,Transit,2019,Clean Vehicle,11004,White,  1Ftyr1Zm3Kka71267,167735025,Michigan, USA,21.0,0.88
19300,Ford,Edge,2017,Clean Vehicle,42895,Gray,  2Fmpk4J9Xhbb41421,167779683,Wisconsin, USA,21.0,0.88
23200,Ford,F-150,2019,Clean Vehicle,9490,White,  1Ftmf1C58Kkd60105,167735026,Michigan, USA,21.0,0.88
13800,Ford,Doors,2017,Clean Vehicle,39027,No_Color,  1Fmcu0Gd5Huc74384,167779689,Wisconsin, USA,21.0,0.88
23600,Ford,Transit,2019,Clean Vehicle,13466,White,  1Ftyr1Ym9Kka55673,167735027,Michigan, USA,21.0,0.88
23200,Ford,F-150,2019,Clean Vehicle,8737,White,  1Ftmf1C53Kkd60111,167735029,Michigan, USA,21.0,0.88
40000,Ford,Doors,2017,Clean Vehicle,23960,Red,  1Ftew1Eg2Hfb38793,167779696,Wisconsin, USA,48.0,2.0
23400,Ford,F-150,2019,Clean Vehicle,5562,White,  1Ftmf1C5Xkkd39112,167735030,Michigan, USA,21.0,0.88
23600,Ford,Transit,2019,Clean Vehicle,13763,White,  1Ftyr1Zm1Kka55052,167735031,Michigan, USA,21.0,0.88
23000,Ford,F-150,2019,Clean Vehicle,10444,White,  1Ftmf1C51Kkd08329,167735032,Michigan, USA,21.0,0.88
25500,Ford,Doors,2017,Clean Vehicle,41696,Black,  1Ftew1Ep8Hfb07225,167779857,Wisconsin, USA,21.0,0.88
23500,Ford,Transit,2019,Clean Vehicle,15787,White,  1Ftyr1Zm1Kka56203,167735033,Michigan, USA,21.0,0.88
29900,Ford,Doors,2017,Clean Vehicle,9167,White,  1Ftew1Ef5Hkd84963,167779861,Wisconsin, USA,48.0,2.0
23200,Ford,Transit,2019,Clean Vehicle,17541,White,  1Ftyr1Ym0Kka55674,167735037,Michigan, USA,21.0,0.88
50500,Ford,F-150,2017,Clean Vehicle,24686,Silver,  1Ftfw1Rg4Hfc12326,167779863,Wisconsin, USA,48.0,2.0
23400,Ford,Transit,2019,Clean Vehicle,15210,White,  1Ftyr1Ym7Kka55672,167735038,Michigan, USA,21.0,0.88
24500,Ford,Transit,2017,Clean Vehicle,54601,White,  1Ftyr2Cv1Hka17899,167779865,Wisconsin, USA,48.0,2.0
49000,Ford,Mustang,2017,Clean Vehicle,2205,Black,  1Fa6P8Jz8H5523692,167779872,Illinois, USA,48.0,2.0
25400,Ford,Transit,2017,Clean Vehicle,35691,White,  1Ftyr2Cv3Hkb52320,167779876,Wisconsin, USA,48.0,2.0
23000,Ford,Flex,2017,Clean Vehicle,32788,Silver,  2Fmhk6C8Xhba10655,167779877,Illinois, USA,21.0,0.88
6000,Ford,Doors,2012,Clean Vehicle,180471,Gray,  1Ftfw1Ef2Ckd08095,167779892,Minnesota, USA,144.0,6.0
22400,Ford,Edge,2016,Clean Vehicle,42925,Black,  2Fmpk4K80Gbc01288,167780188,Wisconsin, USA,21.0,0.88
22500,Ford,Edge,2016,Clean Vehicle,37385,Black,  2Fmpk4K82Gbc46880,167780189,Wisconsin, USA,48.0,2.0
25200,Ford,Edge,2019,Clean Vehicle,15415,Gray,  2Fmpk4K95Kbc23479,167735376,Virginia, USA,48.0,2.0
36000,Ford,Doors,2016,Clean Vehicle,20047,White,  1Ftew1Eg5Gfc13646,167780195,Wisconsin, USA,48.0,2.0
26700,Ford,Edge,2019,Clean Vehicle,16884,Black,  2Fmpk4K90Kbc02488,167735379,Virginia, USA,48.0,2.0
30500,Ford,Doors,2016,Clean Vehicle,57936,Gray,  1Ftew1Eg9Gkd71799,167780199,Wisconsin, USA,21.0,0.88
26700,Ford,Edge,2019,Clean Vehicle,15244,Black,  2Fmpk4K91Kbc22474,167735380,Virginia, USA,48.0,2.0
25000,Ford,Edge,2019,Clean Vehicle,19842,Gray,  2Fmpk4K92Kbc02945,167735381,Virginia, USA,48.0,2.0
35200,Ford,Doors,2016,Clean Vehicle,38830,White,  1Ftew1Ef9Gfb09068,167780201,Wisconsin, USA,21.0,0.88
30300,Ford,F-150,2019,Clean Vehicle,31899,White,  1Ftew1E54Kfb20317,167735391,Tennessee, USA,21.0,0.88
25000,Ford,Doors,2016,Clean Vehicle,69305,No_Color,  1Ftfw1Ef5Gfc20298,167780206,Illinois, USA,48.0,2.0
26500,Ford,Doors,2016,Clean Vehicle,46098,Red,  1Ftfw1Eg5Gkf22898,167780207,Wisconsin, USA,48.0,2.0
21600,Ford,Mustang,2019,Clean Vehicle,29457,Gray,  1Fatp8Uh6K5153386,167735493,Virginia, USA,48.0,2.0
18800,Ford,Edge,2016,Clean Vehicle,30765,No_Color,  2Fmpk4J99Gbc10713,167780210,Wisconsin, USA,21.0,0.88
21500,Ford,Mustang,2019,Clean Vehicle,29096,Red,  1Fatp8Uh3K5162367,167735497,Virginia, USA,48.0,2.0
9000,Ford,Doors,2016,Clean Vehicle,40437,No_Color,  1Fadp3F29Gl296335,167780249,New Jersey, USA,7.0,0.29
16700,Ford,Cutaway,2015,Clean Vehicle,69004,White,  1Fdwe4Fl3Fda32622,167780449,Wisconsin, USA,48.0,2.0
16800,Ford,Cutaway,2015,Clean Vehicle,65179,White,  1Fdwe4Fl2Fda28433,167780450,Wisconsin, USA,48.0,2.0
15700,Ford,Cutaway,2015,Clean Vehicle,75862,White,  1Fdwe4Fl1Fda28424,167780452,Wisconsin, USA,48.0,2.0
16800,Ford,Cutaway,2015,Clean Vehicle,68319,White,  1Fdwe4Fl3Fda32619,167780458,Wisconsin, USA,48.0,2.0
19500,Ford,Doors,2015,Clean Vehicle,80354,Gray,  1Fm5K8Gt1Fgb88036,167780463,Wisconsin, USA,21.0,0.88
20500,Ford,Doors,2015,Clean Vehicle,51441,Black,  1Fm5K8F89Fga62388,167780465,Wisconsin, USA,48.0,2.0
17400,Ford,Cutaway,2015,Clean Vehicle,70954,White,  1Fdwe4Fl5Fda28412,167780471,Wisconsin, USA,48.0,2.0
17500,Ford,Doors,2014,Clean Vehicle,92500,Red,  1Ftfx1Ef9Efc44937,167780571,Wisconsin, USA,21.0,0.88
26000,Ford,Doors,2014,Clean Vehicle,66367,Silver,  1Ftfw1Et3Efb08800,167780578,Illinois, USA,21.0,0.88
56700,Ford,F-150,2019,Clean Vehicle,13884,White,  1Ftew1Eg0Kfa74454,167737612,Kentucky, USA,21.0,0.88
5000,Ford,Doors,2013,Clean Vehicle,202565,No_Color,  1Fmcu9Gx0Duc48476,167780643,Wisconsin, USA,21.0,0.88
40200,Ford,F-150,2019,Clean Vehicle,26484,No_Color,  1Ftew1E41Kkc07168,167737616,Kentucky, USA,21.0,0.88
54000,Ford,Doors,2013,Clean Vehicle,703,Red,  1Zvbp8Jz3D5271544,167780646,Illinois, USA,21.0,0.88
65200,Ford,C-Max,2019,Clean Vehicle,18138,White,  1Fmjk2At0Kea08300,167737619,Kentucky, USA,21.0,0.88
32500,Ford,Single Rear Wheel,2017,Clean Vehicle,28007,White,  1Ft8W3B63Hec69791,167780667,Minnesota, USA,,
25500,Ford,Transit,2019,Clean Vehicle,11251,White,  1Ftyr1Zm2Kka42617,167738248,Illinois, USA,21.0,0.88
63000,Ford,Single Rear Wheel,2019,Clean Vehicle,11640,No_Color,  1Ft7W2Bt7Ked44785,167780677,Illinois, USA,21.0,0.88
44000,Ford,Single Rear Wheel,2019,Clean Vehicle,10763,White,  1Ft7W2Bt2Ked42670,167780679,Illinois, USA,48.0,2.0
70000,Ford,Dual Rear Wheel,2019,Clean Vehicle,9643,No_Color,  1Ft8W3Dt3Kee48276,167780680,Illinois, USA,48.0,2.0
56200,Ford,Single Rear Wheel,2019,Clean Vehicle,33930,Gray,  1Ft7W2Bt6Kee88988,167738656,Kentucky, USA,21.0,0.88
35000,Ford,Single Rear Wheel,2019,Clean Vehicle,26451,White,  1Ft7W2B64Kec00217,167780681,Wisconsin, USA,48.0,2.0
57700,Ford,Single Rear Wheel,2019,Clean Vehicle,21101,Red,  1Ft7W2Bt6Kee59894,167738658,Kentucky, USA,21.0,0.88
74000,Ford,Dual Rear Wheel,2019,Clean Vehicle,10536,No_Color,  1Ft8W4Dt6Ked32656,167780682,Illinois, USA,48.0,2.0
60200,Ford,Single Rear Wheel,2019,Clean Vehicle,31744,White,  1Ft7W2Bt6Ked11132,167738659,Kentucky, USA,21.0,0.88
60000,Ford,Single Rear Wheel,2018,Clean Vehicle,18062,Black,  1Ft7W2Btxjeb54932,167780683,Illinois, USA,48.0,2.0
63000,Ford,Single Rear Wheel,2018,Clean Vehicle,17942,Black,  1Ft7W2Bt3Jec31754,167780684,Illinois, USA,21.0,0.88
22500,Ford,Doors,2014,Clean Vehicle,43646,Black,  1Ftfw1Ef6Efa39398,167780692,Wisconsin, USA,48.0,2.0
8300,Ford,Energi,2014,Clean Vehicle,71989,Gray,  3Fa6P0Pu0Er246171,167780699,Wisconsin, USA,21.0,0.88
8300,Ford,Doors,2012,Clean Vehicle,138328,White,  1Fmhk8D89Cga65125,167780740,Wisconsin, USA,21.0,0.88
21000,Ford,Doors,2013,Clean Vehicle,95386,Brown,  1Ftfw1Et9Dke64965,167780742,Wisconsin, USA,48.0,2.0
19300,Ford,Fusion,2019,Clean Vehicle,23740,Black,  3Fa6P0Ru2Kr260565,167740399,Mississippi, USA,21.0,0.88
16400,Ford,Fusion,2019,Clean Vehicle,36064,Gray,  3Fa6P0Cd1Kr118278,167740400,Alabama, USA,21.0,0.88
27300,Ford,F-150,2019,Clean Vehicle,18805,Gray,  1Ftew1C4Xkfc10243,167740409,Mississippi, USA,21.0,0.88
26400,Ford,CAB,2012,Clean Vehicle,151035,White,  1Fduf5Gt0Ceb55163,167781136,Wisconsin, USA,48.0,2.0
35100,Ford,Mustang,2019,Clean Vehicle,10099,Red,  1Fatp8Ff1K5110151,167740416,Mississippi, USA,21.0,0.88
41500,Ford,F-150,2018,Clean Vehicle,9800,Black,  1Ftew1E56Jfa97539,167781284,New Jersey, USA,24.0,1.0
34100,Ford,Mustang,2019,Clean Vehicle,10483,White,  1Fatp8Ff5K5106670,167740622,Mississippi, USA,21.0,0.88
28600,Ford,F-150,2019,Clean Vehicle,17544,No_Color,  1Ftew1C46Kkc52450,167781624,California, USA,21.0,0.88
34100,Ford,Mustang,2019,Clean Vehicle,10167,Red,  1Fatp8Ff0K5119522,167740627,Mississippi, USA,21.0,0.88
28700,Ford,Ranger,2019,Clean Vehicle,11457,Gray,  1Fter4Eh5Kla17864,167781626,California, USA,21.0,0.88
24700,Ford,Edge,2019,Clean Vehicle,26590,No_Color,  2Fmpk3K90Kbb54470,167781627,California, USA,21.0,0.88
46500,Ford,Expedition,2019,Clean Vehicle,35346,Black,  1Fmju1Kt7Kea38431,167781630,California, USA,21.0,0.88
29000,Ford,F-150,2019,Clean Vehicle,12953,Black,  1Ftew1C59Kkc39782,167781631,California, USA,21.0,0.88
25500,Ford,Edge,2019,Clean Vehicle,26693,Silver,  2Fmpk3K91Kbb62934,167781632,California, USA,21.0,0.88
39500,Ford,F-150,2019,Clean Vehicle,25071,Yellow,  1Ftew1E51Kkc05297,167781633,California, USA,21.0,0.88
33100,Ford,F-150,2019,Clean Vehicle,33538,Yellow,  1Ftew1C54Kkc38135,167781635,California, USA,21.0,0.88
30500,Ford,F-150,2019,Clean Vehicle,9915,Gray,  1Ftew1E4Xkfb37968,167781637,California, USA,48.0,2.0
16800,Ford,Fusion,2019,Clean Vehicle,9910,Red,  3Fa6P0Hdxkr114772,167781638,California, USA,48.0,2.0
24000,Ford,F-150,2019,Clean Vehicle,16765,Gray,  1Ftew1Cp5Kkc11026,167459758,Texas, USA,144.0,6.0
58500,Ford,Expedition,2019,Clean Vehicle,4970,Gray,  1Fmju2At7Kea02696,167781639,California, USA,21.0,0.88
55000,Ford,Doors,2017,Clean Vehicle,43964,Black,  1Ft8W3Dt8Hed50014,167461502,Texas, USA,144.0,6.0
28800,Ford,F-150,2019,Clean Vehicle,40785,Silver,  1Ftew1E49Kkc40340,167781644,California, USA,21.0,0.88
26800,Ford,Doors,2015,Clean Vehicle,108998,White,  1Ft8W3Bt4Fec75439,167782025,New Jersey, USA,24.0,1.0
36000,Ford,C-Max,2018,Clean Vehicle,58576,Gray,  1Fmjk1Jt1Jea23803,167472824,Wisconsin, USA,22.0,0.92
20000,Ford,Wagon,2018,Clean Vehicle,55475,White,  1Fbzx2Zm6Jka97476,167472829,Wisconsin, USA,21.0,0.88
46700,Ford,Dual Rear Wheel,2019,Clean Vehicle,35929,Black,  1Ft8W3Dt6Kef15629,167741758,Alabama, USA,21.0,0.88
42800,Ford,Single Rear Wheel,2019,Clean Vehicle,21669,Silver,  1Ft7W2Btxkee45528,167741762,Alabama, USA,21.0,0.88
21800,Ford,Mustang,2018,Clean Vehicle,16079,No_Color,  1Fa6P8Th0J5176725,167782357,California, USA,21.0,0.88
18800,Ford,Mustang,2018,Clean Vehicle,41147,White,  1Fa6P8Th1J5133883,167782359,California, USA,48.0,2.0
18800,Ford,Flex,2018,Clean Vehicle,45798,Black,  2Fmgk5D88Jba13550,167782360,California, USA,21.0,0.88
30200,Ford,F-150,2018,Clean Vehicle,21703,Red,  1Ftew1Cp2Jkd08540,167782362,California, USA,21.0,0.88
27500,Ford,Explorer,2018,Clean Vehicle,22284,Black,  1Fm5K8D89Jgb59845,167782363,California, USA,48.0,2.0
37500,Ford,Transit,2018,Clean Vehicle,24567,White,  1Ftbw3Xgxjkb24777,167782364,California, USA,48.0,2.0
19100,Ford,Mustang,2018,Clean Vehicle,30594,Silver,  1Fatp8Uh2J5109805,167782375,California, USA,48.0,2.0
17100,Ford,Flex,2018,Clean Vehicle,52747,White,  2Fmgk5D81Jba01059,167782378,California, USA,21.0,0.88
13500,Ford,Escape,2018,Clean Vehicle,21592,Silver,  1Fmcu0Gd7Jud41377,167606805,Florida, USA,96.0,4.0
54500,Ford,Single Rear Wheel,2018,Clean Vehicle,19853,Blue,  1Ft7W2Bt8Jec80853,167782905,California, USA,48.0,2.0
9000,Ford,Fiesta,2018,Clean Vehicle,25201,Gray,  3Fadp4Ej7Jm111509,167606808,Florida, USA,96.0,4.0
16400,Ford,F-150,2020,Clean Vehicle,10351,Black,  1Ftew1E57Lfa24246,167742924,Pennsylvania, USA,48.0,2.0
17000,Ford,Fusion,2020,Clean Vehicle,1117,Gray,  3Fa6P0D98Lr194138,167742945,Pennsylvania, USA,48.0,2.0
24800,Ford,Doors,2017,Clean Vehicle,37279,Gold,  1Ftew1Ep0Hfb00592,167783112,California, USA,21.0,0.88
26800,Ford,Doors,2017,Clean Vehicle,30113,Red,  1Ftew1Ep9Hfc23372,167783113,California, USA,21.0,0.88
19400,Ford,Doors,2017,Clean Vehicle,27570,White,  3Fa6P0K9Xhr201097,167783115,California, USA,21.0,0.88
20000,Ford,Flex,2017,Clean Vehicle,45188,Silver,  2Fmgk5C83Hba04539,167783116,California, USA,48.0,2.0
7000,Ford,Doors,2012,Clean Vehicle,149712,Silver,  1Ftfw1Cf5Cfa60758,167484061,Texas, USA,96.0,4.0
25100,Ford,Explorer,2017,Clean Vehicle,25030,Gold,  1Fm5K7D84Hgd56068,167783118,California, USA,48.0,2.0
2000,Ford,Doors,2013,Salvage Insurance,105743,Gray,  3Fa6P0H70Dr346858,167611892,Oklahoma, USA,360.0,15.0
18200,Ford,Fusion,2020,Clean Vehicle,9861,Black,  3Fa6P0K98Lr118096,167743129,Pennsylvania, USA,48.0,2.0
14200,Ford,Fusion,2018,Clean Vehicle,1751,Red,  3Fa6P0H76Jr175058,167484407,Illinois, USA,48.0,2.0
56500,Ford,Doors,2017,Clean Vehicle,30629,Red,  1Ft7W2Bt3Hec44885,167783122,California, USA,48.0,2.0
2000,Ford,Doors,2016,Salvage Insurance,52883,Gray,  3Fa6P0H7Xgr182944,167611900,Oklahoma, USA,360.0,15.0
26500,Ford,VAN,2020,Clean Vehicle,122,White,  1Ftbr1C86Lka43630,167743139,Pennsylvania, USA,48.0,2.0
34300,Ford,Single Rear Wheel,2019,Clean Vehicle,28534,White,  1Ft7W2Btxkee87763,167489607,Florida, USA,2.0,0.08
43500,Ford,F-150,2017,Clean Vehicle,80699,Black,  1Ftfw1Rg4Hfa86887,167783125,California, USA,21.0,0.88
3500,Ford,Doors,2016,Salvage Insurance,72851,White,  1Fa6P0Hd4G5100361,167611905,Oklahoma, USA,360.0,15.0
37200,Ford,Single Rear Wheel,2019,Clean Vehicle,24078,White,  1Ft7W2Bt9Kef54157,167489611,Florida, USA,2.0,0.08
12800,Ford,Doors,2017,Clean Vehicle,38639,Orange,  1Fmcu0Gd4Huc28156,167783127,California, USA,21.0,0.88
15000,Ford,Doors,2013,Salvage Insurance,146807,Silver,  1Ft7W2Bt9Deb86453,167612500,Texas, USA,17.0,0.71
12500,Ford,Doors,2017,Clean Vehicle,31871,Silver,  1Fmcu0Gd1Hua50769,167783131,California, USA,21.0,0.88
21500,Ford,F-150,2017,Clean Vehicle,76876,Gray,  1Ftew1Cp1Hfa12279,167783132,California, USA,48.0,2.0
17300,Ford,Fusion,2019,Clean Vehicle,28070,White,  3Fa6P0Cdxkr116450,167744186,North Carolina, USA,,
27000,Ford,Explorer,2017,Clean Vehicle,3189,Silver,  1Fm5K7Dh4Hga93774,167783133,California, USA,21.0,0.88
31800,Ford,EL,2017,Clean Vehicle,28359,White,  1Fmjk1Kt6Hea45630,167493536,Florida, USA,24.0,1.0
13000,Ford,Doors,2017,Clean Vehicle,42890,Gray,  1Fmcu0Gd4Huc28111,167783134,California, USA,21.0,0.88
31800,Ford,EL,2017,Clean Vehicle,29328,Silver,  1Fmjk1Ktxhea45632,167493549,Florida, USA,24.0,1.0
46300,Ford,Doors,2016,Clean Vehicle,47531,Black,  1Ft7W2Bt1Ged12535,167783724,California, USA,48.0,2.0
6000,Ford,Doors,2015,Clean Vehicle,57345,Gray,  1Fa6P0H72F5106961,167495679,Missouri, USA,168.0,7.0
22800,Ford,Doors,2016,Clean Vehicle,67546,Silver,  1Ftew1Cg4Gke05649,167783730,California, USA,21.0,0.88
45000,Ford,Expedition,2019,Clean Vehicle,18153,White,  1Fmju2At2Kea46511,167744932,Pennsylvania, USA,72.0,3.0
49500,Ford,Expedition,2019,Clean Vehicle,17689,Black,  1Fmju2At0Kea25415,167744934,Pennsylvania, USA,72.0,3.0
3000,Ford,VAN,2012,Clean Vehicle,137171,White,  Nm0Ls7Bn3Ct082251,167496237,Missouri, USA,168.0,7.0
